id,Message,truth,cube,google,google_spam,google_not_spam,ibm,ibm_spam,ibm_not_spam
433,bhk apts  rs lac sohnagurgaon road beautiful view  plan by central park call,spam,spam,not-spam,0.039895,0.960105,not-spam,0.009835682,0.990164318
434,bhk  sqft  rs lac allinclusive at prime location privvy the address sec gurgaon finishing work in progress price revising soon call,spam,spam,spam,0.954133,0.045867,spam,0.57652219,0.42347781
435,discount on  bhk kismat calling offer in cloud  indirapuram call,spam,spam,spam,0.808967,0.191033,spam,0.976756496,0.023243504
436,bhk  rs lac all inclusiverat prime location in sec  gurgaonrfinishing work in progressrprice revising soonrcall,spam,spam,not-spam,0.312341,0.687659,not-spam,0.0561313,0.9438687
437,bhk  rs lac in gurgaon all inclusiverprime locationrcall,spam,spam,not-spam,0.366579,0.633421,not-spam,0.071430736,0.928569264
438,discount on  bhkrkismat calling offerrin cloud  indirapuramrcall,spam,spam,not-spam,0.405784,0.594216,spam,0.974116819,0.025883181
439,on sohnagurgaon road bhk apts  rs lac beautiful view  plan by central park call,spam,spam,not-spam,0.039802,0.960198,not-spam,0.005909181,0.994090819
440,pre launch  book your flat in  taruchaya residency   bhk  opp heerapura powerhouse  adjoining  biga park  ajmer road  call,spam,spam,not-spam,0.344208,0.655792,not-spam,0.433185476,0.566814524
441,bhk lacall inclusive under huda govt affordable housing scheme south of gurgaon  home loan pay rs  to book few units left call,spam,spam,not-spam,0.354692,0.645308,not-spam,0.057145855,0.942854145
442,celebrity greens bhk flat in sushant golf city lucknow opp g d goenka schoolclose  medanta hospitalamar shaheed pathrates revising soon rahul,spam,spam,spam,0.838305,0.161696,spam,0.987089482,0.012910518
443,book your bhk flat in celebrity greens ansal api lucknowloaded with high end luxuries  value for moneypossession soon  rishita developers,spam,spam,not-spam,0.199574,0.800426,not-spam,0.309948455,0.690051545
444,book this navratri in celebrity greens bhk apartment in sushant golf city lko opp g d goenka school medanta awadh hospital rr,spam,spam,spam,0.689439,0.310561,spam,0.993875557,0.006124443
445,apply now  bhk total   lacs with  bank loan  govt affordable flats scheme faridabad most prime location in sec  near dps school,spam,spam,spam,0.526145,0.473855,not-spam,0.216903449,0.783096551
446,luxrious hme in a gated society   parks jogging tracks club play area for kids  bhk appts in nida extlac  discunt lac  near metr  call,spam,spam,spam,0.591117,0.408883,spam,0.825048584,0.174951416
447,shri vinayak offering bhk appts dwarkal zonenew delhi next to diplomatic enclave golf course  igi airport  call,spam,spam,spam,0.761034,0.238966,spam,0.601542595,0.398457405
448,want to live in delhidda approved society bhk starts fron l nr airpor new embassy enclave  dwarka sector golf rd,spam,spam,not-spam,0.333818,0.666182,spam,0.990473917,0.009526083
449,bhk  rsper sqft in prime location of sec  gurgaon on plp subvention scheme near completion ltd units call,spam,spam,spam,0.708228,0.291772,not-spam,0.248254556,0.751745444
450,bhk lake front apts   lac in gurgaonrplpsubvention avilablerinaugural disc for ltd unitsrcall,spam,spam,not-spam,0.295455,0.704545,spam,0.775561982,0.224438018
451,apna ghar book kare panchsheel primrose gzb gda approved highrise  bhk prime location freehold land turant registryturant kabza call,spam,spam,spam,0.963722,0.036278,spam,0.994591503,0.005408497
452,apna ghar book karerpanchsheel primrose gzbrgda approved highrise  bhkrprime location freehold landrturant registryturant kabzarcall,spam,spam,spam,0.541353,0.458647,spam,0.993032414,0.006967586
453,bhk  rs  sqft shilpkar exclusive floors in bhiwadi ground  floors more than  open area call,spam,spam,not-spam,0.379567,0.620433,not-spam,0.120407114,0.879592886
454,hypertherm plasma nozzle  part number   shield cap     nozzle   nos   electrode     gas guide    sms stock of above from rajiv machine tools,spam,spam,not-spam,0.425763,0.574237,not-spam,0.336139995,0.663860005
455,plot hi plot vrindavan m  registry sirf  payment par  easy emi size  to sqyd roadwaterelectricitycctv camera call,spam,spam,spam,0.973645,0.026355,spam,0.992853043,0.007146957
456,hi dear customer  special offers on woodland  off on selective footwear  garment  t  c  and added new summer collection  kunal tower mall road ldh,spam,spam,spam,0.99543,0.00457,spam,0.974461177,0.025538823
457,repairs at home housejoy hai na all minor electrical plumbing carpentry repairs at  ontime  quality service miss call  tnc apply,spam,spam,spam,0.896326,0.103674,spam,0.976403404,0.023596596
458,repairs at home housejoy hai na all minor electrical plumbingcarpentry repairs at  ontime  quality service miss call  tnc apply,spam,spam,spam,0.896326,0.103674,spam,0.994610993,0.005389007
459,dont waste your weekend in finding a technician leave it to housejoy all minor electrical plumbing carpentry repairs at  miss call  tnc apply,spam,spam,spam,0.974542,0.025458,spam,0.978239866,0.021760134
460,repairs at home  housejoy hai naall minor electricalplumbingcarpentry repairs at  ontime  quality servicemiss call  tnc apply,spam,spam,spam,0.633183,0.366817,spam,0.993711647,0.006288353
461,repairs at home housejoy hai na all minor electrical plumbing carpentr  repairs at  ontime  quality service miss call  tnc apply,spam,spam,spam,0.896326,0.103674,spam,0.976238469,0.023761531
462,walture classesr th th  thr electronics  mathematics special batches r years experience  resultr prof  vs walture r be me electronicsr mob    r add  town center mgm road near dwarkadascidcoabad,spam,spam,spam,0.791206,0.208794,spam,0.994302705,0.005697295
463,hot summer offer frm housejoy acfridgewmachine water purifier service  electrical plumbing starts  ur doorstep give a missed call,spam,spam,spam,0.972638,0.027362,spam,0.995292359,0.004707641
464,you have been selected winner of  lakhs and chevrollet car in cocacola mobile promo in uksend ur namephnoaddresageocc tococacolaofficialoutlookcom,spam,spam,spam,0.626814,0.373186,spam,0.995110251,0.004889749
465,dear sir pl find the basic rate of conductor as reqd by you pl confirm your order gnat per km sqmm per km excise  extra vat  extra freight inclusive rgds joshi disttrans electricals,spam,spam,spam,0.877833,0.122167,spam,0.696290378,0.303709622
466,multishrink hs kitstubes  tapeswrap around cable repair hs sleeves  multimees maintfree earthing electrode multi lugs scdc brass glands   are now avlble   enq requestd and sms yr postl add    multi  pressings th crs lal baug rd bangalore   multishrinkworksgmailcom  s  kanunga  mb,spam,spam,spam,0.716306,0.283694,spam,0.723020437,0.276979563
467,navin celebratingth anniversarynavin ke  saal bemisalnrtgblpsavani rd frm may shopany electronics product on bemisal pricestcbestoffrs,spam,spam,not-spam,0.333047,0.666953,spam,0.938065309,0.061934691
468,great offers on joining new club mahindra membership select from samsung s edge mobile or free holidays sms or call,spam,spam,not-spam,0.196644,0.803356,spam,0.902533097,0.097466903
469,zero floor rise offer for select apartments  kanakia rainforest andherie tc applyrapartments starting from rs crrto know more call,spam,spam,spam,0.72083,0.27917,spam,0.994822161,0.005177839
470,zero floor rise offer now enjoy the mesmerizing views of the lakes  forests from select units  kanakia rainforest andherie tc apply call,spam,spam,spam,0.99033,0.00967,spam,0.995054697,0.004945303
471,you have been selected from chevrolet motor promo  as winner f crore lac for claim send namemobile noaddresspinageoccupation tochevdphotmailcom,spam,spam,spam,0.898978,0.101022,spam,0.994584227,0.005415773
472,rs  new wave electronics ayodhya ki cheque aaj bank me lagwa dijiye agnihotri,spam,spam,not-spam,0.452534,0.547466,not-spam,0.359410291,0.640589709
473,rs  super cool elect works balrampur ki cheque aaj bank me lagwa dijiye agnihotri,spam,spam,spam,0.713307,0.286693,not-spam,0.116107798,0.883892202
474,new wave electronics shingarhat ayodhya pin code   tin no mobile   manpreet singh material saket road lines behind popular dharamkana tp nagar mobile se book hoga,spam,spam,not-spam,0.358001,0.641999,spam,0.571462894,0.428537106
475,homes within  lacs ready to move flats  plots  hrs electricity supply at nh hapur rd dinesh nagarbank loan available myvaluehomescom or,spam,spam,not-spam,0.445438,0.554562,spam,0.581308387,0.418691613
476,you are selected for pilot training at sfaguna airportapproved by central govtof india on the basis of jee mains call,spam,spam,spam,0.665963,0.334037,not-spam,0.007601913,0.992398087
477,v go ford weekend offer get benefits up to  on selected modelszero down payment hurry limited stock left cont v go ford,spam,spam,spam,0.922064,0.077936,spam,0.995349924,0.004650076
478,zero floor rise offer for select apartments  kanakia rainforest andherie tc apply apartments starting from rs cr to know more call,spam,spam,spam,0.637284,0.362716,spam,0.993934336,0.006065664
479,you are selected for registration in be civilmechcomputerec sctbhopalmpapprby aicte govtof india on jee mainsadmission on govt rules call,spam,spam,spam,0.535201,0.464799,not-spam,0.033250205,0.966749795
480,misty kids bibewadi spcl offer on boys tshirt and girls topnow get flat  to  off on selected product and many more other offerstc aply,spam,spam,spam,0.999601,0.000399,spam,0.996068031,0.003931969
481,dear studentlearn spoken englishconfidence building  new batch start at american institute mohna roadabove mohan electronics ballabgarh,spam,spam,not-spam,0.336101,0.663899,not-spam,0.038281851,0.961718149
482,lmtd vacancies in blendidmktngback ofc technicalmechanicalelectricalretailhotelcall cntrtsobdmsal kkinctcall  freshexp can apply,spam,spam,spam,0.611437,0.388563,not-spam,0.013697596,0.986302404
483,you have selected to backup control orders via sms  lock mobile lockmobile  locate mobile position locateposition  send alarm alert  clear,spam,spam,spam,0.641234,0.358766,not-spam,0.007131523,0.992868477
484,ac service tvrofrdgewashngmachgasservice plumbingelectrician carpenterbike servicecomputer repair call  housejoyin tc,spam,spam,not-spam,0.062318,0.937682,not-spam,0.057102012,0.942897988
485,ac serviceac installationac gasrefillplumbingelectriciancarpentertvfridge service homecleaningpest controloff housejoy,spam,spam,not-spam,0.090023,0.909977,not-spam,0.044751719,0.955248281
486,i call u but your phone not reachable i am working election work tour i see u this month th and delivery your photo my personal phone number is not use in day time so your call is not attend me i call u th this month,spam,spam,not-spam,0,1,not-spam,0.004085585,0.995914415
487,gokulam opticals   available for distance vision bifocal  progressiveselect from new collection    offer free service   mylapore,spam,spam,not-spam,0.332464,0.667536,spam,0.973090261,0.026909739
488,leomaster you have selected to backup control orders via sms  lock mobile lockmobile  locate mobile position locateposition  send alarm alert  alarm off alertoff  clear data formatdata  enable lock tracking alarm erase onekey if the mobile is lost send corresponding orders to it if you forget the orders click backup remote control orders to send this sms again httpwwwleomastercom,spam,spam,spam,0.998873,0.001127,not-spam,0.029475202,0.970524798
489,ac service plumbingelectriciancarpentertv fridgerepairdesktoplaptoprepairtwo wheelerbikeservice housejoyin tc,spam,spam,not-spam,0.061075,0.938925,not-spam,0.056071002,0.943928998
490,bhagwandas  colalgate flat  disc on selected dress material with dupattareadymade branded jeanst shirtshirts   trousers branded suitingshirting,spam,spam,spam,0.622773,0.377227,spam,0.994246074,0.005753926
491,congratsyou are a selected winner of  gbp in facebook  lucky promoto claim ur prize send ur nameemail  mobile no to email fbincoutlookcom,spam,spam,spam,0.992685,0.007315,spam,0.995747555,0.004252445
492,i have been transfered to railway electrification as srafaredanapurfrom th may my new no will be arvind kumar  sinha ex srafabudgetecrhajipur,spam,spam,not-spam,0.003385,0.996615,not-spam,0.004242199,0.995757801
493,startowernetgmailcom document required  voter id rasan card electric bill adhar card jameen ke document pen card photos mobile number website  wwwstartelecomtowercom address  ganpati complex  ganpati road near big bazaar allahabad up,spam,spam,not-spam,0.000199,0.999801,not-spam,0.053827208,0.946172792
494,spl offer from housejoy  plumbingelectrical   geyser service   fridgerowashing machine service   ac service    give a missed call,spam,spam,not-spam,0.463001,0.536999,spam,0.569760784,0.430239216
495,electricalplumbing startsrs acfridgewmachine geyser inspection startsrs quality service ur doorstep by housejoy give a missedcall to,spam,spam,spam,0.911547,0.088453,spam,0.990487935,0.009512065
496,you are selected for aircraft maintenggat iae bhopalapproved by central govtof india on the basis of jee mains web wwwiaebhopaleduin call,spam,spam,spam,0.51038,0.48962,not-spam,0.030347595,0.969652405
497,ankit electronics  summer offer   buy ac on  interest emi,spam,spam,not-spam,0.367027,0.632973,spam,0.94837059,0.05162941
498,save electricity bill  use power saver to stop voltage wastage govt approved  results all india home delivery year guarantee call,spam,spam,not-spam,0.033301,0.966699,not-spam,0.208266899,0.791733101
499,air conditioner service window  split ac service at just rs  ritu electric engineers jaipur,spam,spam,not-spam,0.123877,0.876123,not-spam,0.006345976,0.993654024
500,apane jo sms job senter me job keli aplay the usme aapaka job select ho gaya aap is number pe sampark,spam,spam,spam,0.798049,0.201951,spam,0.941274307,0.058725693
501,you need maidplumbercookelectricianpancarddriving licensecarpenterbeautydj x your doorcl holaa  rs off on st service wwwholaain,spam,spam,spam,0.633393,0.366607,not-spam,0.435789029,0.564210971
502,jeevansanginicom rm new profile in buddhist community likhitarmft inbe electronics  tele communication,spam,spam,not-spam,0.296911,0.703089,not-spam,0.007136458,0.992863542
503,ramdev baba open patanjali shop  distributorship select send me aadhar card photo  mobile number email id  patanjaliayurvedaharidwargmailcom haidwar,spam,spam,spam,0.656522,0.343478,spam,0.760411668,0.239588332
